Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Odds Close,Away Odds Close,Winning Team,lat,long,Weather
2016-09-23,19:50:00,Geelong,Sydney,MCG,60,97,1,1.666,2.36,Sydney,28.4594965,77.0266383,
2016-09-17,19:25:00,Sydney,Adelaide,Sydney Cricket Ground,118,82,1,1.613,2.47,Sydney,-33.8915316,151.2248515,0.0
2016-09-16,19:50:00,Hawthorn,Western Bulldogs,MCG,84,107,1,1.571,2.58,Western Bulldogs,28.4594965,77.0266383,
2016-09-10,19:10:00,Adelaide,North Melbourne,Adelaide Oval,141,79,1,1.166,5.98,Adelaide,-34.9156274,138.5963065,0.2
2016-09-10,15:20:00,Sydney,GWS Giants,Accor Stadium,55,91,1,1.574,2.57,GWS Giants,-33.8471156,151.0634135,1.6
2016-09-09,19:50:00,Geelong,Hawthorn,MCG,85,83,1,1.689,2.31,Geelong,28.4594965,77.0266383,
2016-09-08,18:10:00,West Coast,Western Bulldogs,Mueller Park,52,99,1,1.285,4.05,Western Bulldogs,30.2967706,-97.70585229999999,0.0
2016-08-28,14:40:00,Fremantle,Western Bulldogs,Mueller Park,69,49,0,3.1,1.425,Fremantle,30.2967706,-97.70585229999999,4.1
2016-08-28,15:20:00,Hawthorn,Collingwood,MCG,112,111,0,1.322,3.73,Hawthorn,28.4594965,77.0266383,0.0
2016-08-28,13:10:00,St Kilda,Brisbane,Marvel Stadium,161,103,0,1.074,10.71,St Kilda,-37.8165647,144.9475055,0.0
2016-08-27,19:25:00,Gold Coast,Port Adelaide,People First Stadium,66,89,0,2.93,1.462,Port Adelaide,-28.0063039,153.3671008,1.8
2016-08-27,19:25:00,North Melbourne,GWS Giants,Marvel Stadium,63,100,0,2.93,1.465,GWS Giants,-37.8165647,144.9475055,0.0
2016-08-27,16:35:00,Sydney,Richmond,Sydney Cricket Ground,164,51,0,1.062,12.02,Sydney,-33.8915316,151.2248515,2.4
2016-08-27,14:10:00,Essendon,Carlton,MCG,103,79,0,3.35,1.377,Essendon,28.4594965,77.0266383,15.0
2016-08-27,13:45:00,Geelong,Melbourne,GMHBA Stadium,155,44,0,1.18,5.65,Geelong,-38.1579979,144.354673,0.0
2016-08-26,19:40:00,Adelaide,West Coast,Adelaide Oval,71,100,0,1.252,4.42,West Coast,-34.9156274,138.5963065,0.0
2016-08-21,16:40:00,Essendon,Western Bulldogs,Marvel Stadium,53,93,0,7.14,1.13,Western Bulldogs,-37.8165647,144.9475055,1.2
2016-08-21,15:20:00,Brisbane,Geelong,Gabba,69,129,0,12.31,1.055,Geelong,-27.4858376,153.0380853,4.4
2016-08-21,13:10:00,Carlton,Melbourne,MCG,78,58,0,4.58,1.24,Carlton,28.4594965,77.0266383,
2016-08-20,19:10:00,Port Adelaide,Adelaide,Adelaide Oval,94,109,0,10.26,1.078,Adelaide,-34.9156274,138.5963065,7.0
2016-08-20,19:25:00,Collingwood,Gold Coast,Marvel Stadium,118,47,0,1.232,4.69,Collingwood,-37.8165647,144.9475055,11.8
2016-08-20,16:35:00,GWS Giants,Fremantle,ENGIE Stadium,129,37,0,1.035,13.71,GWS Giants,-33.84306979999999,151.0676963,1.2
2016-08-20,14:10:00,Richmond,St Kilda,MCG,46,55,0,2.41,1.641,St Kilda,28.4594965,77.0266383,0.0
2016-08-20,13:45:00,North Melbourne,Sydney,Blundstone Arena,76,85,0,3.73,1.322,Sydney,-42.8772963,147.3740128,0.8
2016-08-19,18:10:00,West Coast,Hawthorn,Mueller Park,92,67,0,1.74,2.22,West Coast,30.2967706,-97.70585229999999,1.5
2016-08-14,14:40:00,Fremantle,Adelaide,Mueller Park,70,142,0,8.1,1.109,Adelaide,30.2967706,-97.70585229999999,23.4
2016-08-14,15:20:00,Richmond,Geelong,MCG,78,82,0,5.91,1.169,Geelong,28.4594965,77.0266383,22.1
2016-08-14,13:10:00,Essendon,Gold Coast,Marvel Stadium,75,69,0,3.12,1.42,Essendon,-37.8165647,144.9475055,0.2
2016-08-13,19:10:00,Port Adelaide,Melbourne,Adelaide Oval,54,94,0,1.444,3.01,Melbourne,-34.9156274,138.5963065,0.0
2016-08-13,19:25:00,St Kilda,Sydney,Marvel Stadium,76,146,0,3.6,1.338,Sydney,-37.8165647,144.9475055,0.8
2016-08-13,16:35:00,GWS Giants,West Coast,ENGIE Stadium,96,97,0,1.289,4.01,West Coast,-33.84306979999999,151.0676963,0.0
2016-08-13,14:10:00,Hawthorn,North Melbourne,MCG,96,57,0,1.277,4.14,Hawthorn,28.4594965,77.0266383,30.0
2016-08-13,13:45:00,Brisbane,Carlton,Gabba,99,95,0,3.31,1.384,Brisbane,-27.4858376,153.0380853,0.0
2016-08-12,19:50:00,Western Bulldogs,Collingwood,Marvel Stadium,95,92,0,1.348,3.54,Western Bulldogs,-37.8165647,144.9475055,0.0
2016-08-07,14:40:00,Fremantle,West Coast,Mueller Park,64,110,0,5.65,1.18,West Coast,30.2967706,-97.70585229999999,0.0
2016-08-07,15:20:00,Geelong,Essendon,Marvel Stadium,100,34,0,1.01,26.0,Geelong,-37.8165647,144.9475055,0.0
2016-08-07,13:10:00,Carlton,St Kilda,MCG,51,122,0,2.37,1.662,St Kilda,28.4594965,77.0266383,0.8
2016-08-06,19:10:00,Adelaide,Brisbane,Adelaide Oval,177,39,0,1.0,31.0,Adelaide,-34.9156274,138.5963065,0.0
2016-08-06,19:25:00,Western Bulldogs,North Melbourne,Marvel Stadium,61,47,0,2.27,1.714,Western Bulldogs,-37.8165647,144.9475055,0.0
2016-08-06,16:35:00,Gold Coast,GWS Giants,People First Stadium,84,92,0,8.04,1.111,GWS Giants,-28.0063039,153.3671008,0.0
2016-08-06,14:10:00,Melbourne,Hawthorn,MCG,110,81,0,4.62,1.237,Melbourne,28.4594965,77.0266383,0.3
2016-08-06,13:45:00,Sydney,Port Adelaide,Sydney Cricket Ground,100,33,0,1.289,4.01,Sydney,-33.8915316,151.2248515,3.6
2016-08-05,19:50:00,Richmond,Collingwood,MCG,92,77,0,3.31,1.384,Richmond,28.4594965,77.0266383,
2016-07-31,16:10:00,Adelaide,Essendon,Adelaide Oval,143,61,0,1.01,26.0,Adelaide,-34.9156274,138.5963065,3.8
2016-07-31,13:20:00,Fremantle,Sydney,Mueller Park,47,137,0,5.23,1.2,Sydney,30.2967706,-97.70585229999999,0.0
2016-07-31,13:10:00,Melbourne,Gold Coast,MCG,66,64,0,1.175,5.76,Melbourne,28.4594965,77.0266383,
2016-07-30,19:25:00,Brisbane,Port Adelaide,Gabba,79,173,0,6.52,1.148,Port Adelaide,-27.4858376,153.0380853,0.0
2016-07-30,19:25:00,North Melbourne,St Kilda,Marvel Stadium,85,62,0,1.5,2.8,North Melbourne,-37.8165647,144.9475055,2.4
2016-07-30,16:35:00,Collingwood,West Coast,MCG,91,72,0,2.14,1.793,Collingwood,28.4594965,77.0266383,
2016-07-30,14:10:00,Hawthorn,Carlton,UTAS Stadium,74,55,0,1.1,8.67,Hawthorn,-41.4259371,147.1391665,0.2
2016-07-30,13:45:00,GWS Giants,Richmond,Manuka Oval,111,23,0,1.084,9.75,GWS Giants,-35.318133,149.134662,0.0
2016-07-29,19:50:00,Geelong,Western Bulldogs,GMHBA Stadium,103,78,0,1.256,4.38,Geelong,-38.1579979,144.354673,0.0
2016-07-24,16:10:00,Port Adelaide,GWS Giants,Adelaide Oval,60,79,0,2.21,1.746,GWS Giants,-34.9156274,138.5963065,0.0
2016-07-24,15:20:00,Hawthorn,Richmond,MCG,114,44,0,1.181,5.61,Hawthorn,28.4594965,77.0266383,
2016-07-24,13:10:00,Essendon,Brisbane,Marvel Stadium,91,128,0,1.465,2.93,Brisbane,-37.8165647,144.9475055,0.8
2016-07-23,19:25:00,Geelong,Adelaide,Marvel Stadium,85,55,0,1.961,1.943,Geelong,-37.8165647,144.9475055,1.2
2016-07-23,19:25:00,Western Bulldogs,St Kilda,GMHBA Stadium,60,75,0,1.384,3.31,St Kilda,-38.1579979,144.354673,5.2
2016-07-23,14:35:00,West Coast,Melbourne,Mueller Park,66,60,0,1.17,5.87,West Coast,30.2967706,-97.70585229999999,0.0
2016-07-23,14:10:00,Gold Coast,Fremantle,People First Stadium,105,81,0,1.925,1.98,Gold Coast,-28.0063039,153.3671008,0.0
2016-07-23,13:45:00,Sydney,Carlton,Sydney Cricket Ground,74,68,0,1.06,10.5,Sydney,-33.8915316,151.2248515,4.0
2016-07-22,19:50:00,Collingwood,North Melbourne,Marvel Stadium,84,124,0,2.04,1.869,North Melbourne,-37.8165647,144.9475055,9.2
2016-07-17,16:40:00,Brisbane,GWS Giants,Gabba,67,146,0,8.05,1.11,GWS Giants,-27.4858376,153.0380853,12.6
2016-07-17,15:20:00,St Kilda,Melbourne,Marvel Stadium,110,74,0,2.25,1.724,St Kilda,-37.8165647,144.9475055,0.0
2016-07-17,13:10:00,Carlton,West Coast,MCG,75,82,0,6.12,1.161,West Coast,28.4594965,77.0266383,7.9
2016-07-16,19:10:00,Adelaide,Collingwood,Adelaide Oval,97,69,0,1.188,5.46,Adelaide,-34.9156274,138.5963065,0.0
2016-07-16,19:25:00,Western Bulldogs,Gold Coast,Cazaly’s Stadium,107,59,0,1.116,7.78,Western Bulldogs,-16.9357343,145.7490706,
2016-07-16,16:35:00,North Melbourne,Port Adelaide,Marvel Stadium,77,105,0,1.45,2.99,Port Adelaide,-37.8165647,144.9475055,0.0
2016-07-16,13:40:00,Richmond,Essendon,MCG,102,83,0,1.185,5.54,Richmond,28.4594965,77.0266383,41.9
2016-07-15,18:10:00,Fremantle,Geelong,Mueller Park,61,78,0,3.67,1.33,Geelong,30.2967706,-97.70585229999999,0.0
2016-07-14,19:20:00,Sydney,Hawthorn,Sydney Cricket Ground,70,75,0,1.625,2.44,Hawthorn,-33.8915316,151.2248515,0.0
2016-07-10,16:40:00,Essendon,St Kilda,Marvel Stadium,98,109,0,6.52,1.148,St Kilda,-37.8165647,144.9475055,0.0
2016-07-10,13:20:00,West Coast,North Melbourne,Mueller Park,104,72,0,1.357,3.48,West Coast,30.2967706,-97.70585229999999,1.0
2016-07-10,13:10:00,Carlton,Adelaide,MCG,47,107,0,6.34,1.153,Adelaide,28.4594965,77.0266383,
2016-07-09,19:10:00,Melbourne,Fremantle,TIO Stadium,87,55,0,1.552,2.63,Melbourne,-12.3991939,130.8873116,0.0
2016-07-09,19:25:00,Western Bulldogs,Richmond,Marvel Stadium,85,75,0,1.196,5.31,Western Bulldogs,-37.8165647,144.9475055,0.0
2016-07-09,16:35:00,Gold Coast,Brisbane,People First Stadium,139,113,0,1.2,5.23,Gold Coast,-28.0063039,153.3671008,0.0
2016-07-09,13:40:00,GWS Giants,Collingwood,ENGIE Stadium,93,125,0,1.125,7.38,Collingwood,-33.84306979999999,151.0676963,12.6
2016-07-08,19:50:00,Geelong,Sydney,GMHBA Stadium,60,98,0,1.409,3.17,Sydney,-38.1579979,144.354673,5.0
2016-07-07,19:20:00,Port Adelaide,Hawthorn,Adelaide Oval,79,101,0,2.2,1.751,Hawthorn,-34.9156274,138.5963065,1.6
2016-07-03,15:20:00,Melbourne,Adelaide,MCG,98,120,0,3.81,1.312,Adelaide,28.4594965,77.0266383,0.0
2016-07-02,19:25:00,Carlton,Collingwood,MCG,45,57,0,2.62,1.555,Collingwood,28.4594965,77.0266383,4.1
2016-07-02,16:35:00,Sydney,Western Bulldogs,Sydney Cricket Ground,79,83,0,1.416,3.14,Western Bulldogs,-33.8915316,151.2248515,0.0
2016-07-02,13:40:00,Gold Coast,St Kilda,People First Stadium,108,68,0,1.813,2.11,Gold Coast,-28.0063039,153.3671008,0.0
2016-07-01,19:20:00,Port Adelaide,Richmond,Adelaide Oval,94,56,0,1.357,3.48,Port Adelaide,-34.9156274,138.5963065,2.6
2016-06-30,18:10:00,West Coast,Essendon,Mueller Park,130,52,0,1.01,15.0,West Coast,30.2967706,-97.70585229999999,0.0
2016-06-26,15:20:00,Hawthorn,Gold Coast,UTAS Stadium,86,60,0,1.05,9.0,Hawthorn,-41.4259371,147.1391665,0.0
2016-06-25,19:25:00,St Kilda,Geelong,Marvel Stadium,93,90,0,5.71,1.177,St Kilda,-37.8165647,144.9475055,0.0
2016-06-25,16:35:00,GWS Giants,Carlton,ENGIE Stadium,127,65,0,1.071,10.98,GWS Giants,-33.84306979999999,151.0676963,0.6
2016-06-25,13:40:00,Richmond,Brisbane,MCG,117,75,0,1.074,10.71,Richmond,28.4594965,77.0266383,
2016-06-24,19:50:00,Collingwood,Fremantle,MCG,85,37,0,1.869,2.04,Collingwood,28.4594965,77.0266383,0.0
2016-06-23,19:20:00,Adelaide,North Melbourne,Adelaide Oval,100,67,0,1.285,4.05,Adelaide,-34.9156274,138.5963065,2.6
2016-06-19,16:40:00,Essendon,GWS Giants,Marvel Stadium,90,117,0,10.0,1.04,GWS Giants,-37.8165647,144.9475055,0.4
2016-06-19,13:10:00,Sydney,Melbourne,Sydney Cricket Ground,86,31,0,1.24,4.58,Sydney,-33.8915316,151.2248515,0.2
2016-06-18,19:25:00,Western Bulldogs,Geelong,Marvel Stadium,43,100,0,2.62,1.555,Geelong,-37.8165647,144.9475055,8.8
2016-06-18,14:35:00,Fremantle,Port Adelaide,Mueller Park,86,69,0,2.56,1.578,Fremantle,30.2967706,-97.70585229999999,0.0
2016-06-18,13:40:00,Brisbane,West Coast,Gabba,82,131,0,8.66,1.1,West Coast,-27.4858376,153.0380853,0.0
2016-06-17,19:50:00,North Melbourne,Hawthorn,Marvel Stadium,84,93,0,3.44,1.363,Hawthorn,-37.8165647,144.9475055,2.6
2016-06-13,15:20:00,Melbourne,Collingwood,MCG,104,58,0,1.625,2.44,Melbourne,28.4594965,77.0266383,
2016-06-12,16:40:00,GWS Giants,Sydney,ENGIE Stadium,105,63,0,2.05,1.862,GWS Giants,-33.84306979999999,151.0676963,0.0
2016-06-12,15:20:00,Richmond,Gold Coast,MCG,114,97,0,1.207,5.1,Richmond,28.4594965,77.0266383,0.0
2016-06-12,13:10:00,St Kilda,Carlton,Marvel Stadium,110,78,0,2.53,1.588,St Kilda,-37.8165647,144.9475055,0.0
2016-06-11,17:40:00,West Coast,Adelaide,Mueller Park,76,105,0,1.392,3.27,Adelaide,30.2967706,-97.70585229999999,0.0
2016-06-11,19:25:00,Geelong,North Melbourne,Marvel Stadium,105,74,0,1.952,1.952,Geelong,-37.8165647,144.9475055,5.6
2016-06-11,16:35:00,Brisbane,Fremantle,Gabba,64,147,0,2.36,1.666,Fremantle,-27.4858376,153.0380853,0.0
2016-06-11,13:10:00,Port Adelaide,Western Bulldogs,Adelaide Oval,97,100,0,1.709,2.28,Western Bulldogs,-34.9156274,138.5963065,1.8
2016-06-10,19:50:00,Essendon,Hawthorn,Marvel Stadium,43,151,0,13.0,1.04,Hawthorn,-37.8165647,144.9475055,0.2
2016-06-05,16:10:00,Adelaide,St Kilda,Adelaide Oval,133,45,0,1.163,6.05,Adelaide,-34.9156274,138.5963065,0.2
2016-06-05,15:20:00,Western Bulldogs,West Coast,Marvel Stadium,83,75,0,1.751,2.2,Western Bulldogs,-37.8165647,144.9475055,3.2
2016-06-05,13:10:00,Collingwood,Port Adelaide,MCG,58,125,0,1.98,1.925,Port Adelaide,28.4594965,77.0266383,
2016-06-04,17:40:00,Fremantle,Essendon,Mueller Park,126,47,0,1.27,4.22,Fremantle,30.2967706,-97.70585229999999,2.5
2016-06-04,19:25:00,Gold Coast,Sydney,People First Stadium,41,79,0,5.9,1.169,Sydney,-28.0063039,153.3671008,73.0
2016-06-04,16:35:00,Geelong,GWS Giants,GMHBA Stadium,98,88,0,1.512,2.75,Geelong,-38.1579979,144.354673,5.4
2016-06-04,14:10:00,Carlton,Brisbane,Marvel Stadium,102,64,0,1.285,4.05,Carlton,-37.8165647,144.9475055,6.0
2016-06-04,13:45:00,Hawthorn,Melbourne,MCG,82,64,0,1.303,3.89,Hawthorn,28.4594965,77.0266383,
2016-06-03,19:50:00,North Melbourne,Richmond,Blundstone Arena,124,54,0,1.606,2.49,North Melbourne,-42.8772963,147.3740128,0.0
2016-05-29,14:40:00,West Coast,Gold Coast,Mueller Park,132,55,0,1.01,26.0,West Coast,30.2967706,-97.70585229999999,4.6
2016-05-29,15:20:00,Collingwood,Western Bulldogs,MCG,53,74,0,2.94,1.46,Western Bulldogs,28.4594965,77.0266383,3.0
2016-05-29,13:10:00,Carlton,Geelong,Marvel Stadium,104,85,0,8.33,1.105,Carlton,-37.8165647,144.9475055,2.0
2016-05-28,19:10:00,Adelaide,GWS Giants,Adelaide Oval,107,85,0,1.961,1.943,Adelaide,-34.9156274,138.5963065,17.0
2016-05-28,19:25:00,Essendon,Richmond,MCG,67,105,0,5.98,1.166,Richmond,28.4594965,77.0266383,
2016-05-28,16:35:00,St Kilda,Fremantle,Marvel Stadium,101,67,0,1.307,3.85,St Kilda,-37.8165647,144.9475055,0.4
2016-05-28,13:40:00,Melbourne,Port Adelaide,Traeger Park,76,121,0,1.98,1.925,Port Adelaide,-23.7090616,133.8750197,0.0
2016-05-28,13:45:00,Brisbane,Hawthorn,Gabba,87,135,0,8.63,1.1,Hawthorn,-27.4858376,153.0380853,0.0
2016-05-27,19:50:00,Sydney,North Melbourne,Sydney Cricket Ground,91,65,0,1.425,3.1,Sydney,-33.8915316,151.2248515,0.0
2016-05-22,16:40:00,St Kilda,Essendon,Marvel Stadium,109,63,0,1.204,5.16,St Kilda,-37.8165647,144.9475055,0.0
2016-05-22,15:20:00,GWS Giants,Western Bulldogs,ENGIE Stadium,98,73,0,1.408,3.18,GWS Giants,-33.84306979999999,151.0676963,0.0
2016-05-22,13:10:00,Melbourne,Brisbane,MCG,131,68,0,1.2,5.23,Melbourne,28.4594965,77.0266383,
2016-05-21,17:40:00,Fremantle,Richmond,Mueller Park,45,83,0,2.29,1.699,Richmond,30.2967706,-97.70585229999999,0.0
2016-05-21,19:25:00,North Melbourne,Carlton,Marvel Stadium,113,46,0,1.243,4.54,North Melbourne,-37.8165647,144.9475055,0.0
2016-05-21,16:05:00,Port Adelaide,West Coast,Adelaide Oval,86,94,0,2.92,1.467,West Coast,-34.9156274,138.5963065,0.0
2016-05-21,14:10:00,Gold Coast,Adelaide,People First Stadium,74,149,0,13.0,1.04,Adelaide,-28.0063039,153.3671008,0.0
2016-05-21,13:45:00,Collingwood,Geelong,MCG,104,80,0,6.05,1.163,Collingwood,28.4594965,77.0266383,
2016-05-20,19:50:00,Hawthorn,Sydney,MCG,55,69,0,1.877,2.03,Sydney,28.4594965,77.0266383,
2016-05-15,14:40:00,West Coast,St Kilda,Mueller Park,132,29,0,1.169,5.91,West Coast,30.2967706,-97.70585229999999,5.8
2016-05-15,15:20:00,Melbourne,Western Bulldogs,MCG,82,114,0,3.11,1.423,Western Bulldogs,28.4594965,77.0266383,
2016-05-15,13:10:00,Carlton,Port Adelaide,Marvel Stadium,93,91,0,2.49,1.606,Carlton,-37.8165647,144.9475055,0.0
2016-05-14,19:25:00,Brisbane,Collingwood,Gabba,65,143,0,1.724,2.25,Collingwood,-27.4858376,153.0380853,0.0
2016-05-14,19:25:00,Richmond,Sydney,MCG,101,100,0,3.8,1.313,Richmond,28.4594965,77.0266383,0.0
2016-05-14,16:35:00,GWS Giants,Gold Coast,ENGIE Stadium,149,58,0,1.08,10.16,GWS Giants,-33.84306979999999,151.0676963,0.0
2016-05-14,14:10:00,Hawthorn,Fremantle,UTAS Stadium,116,75,0,1.105,8.33,Hawthorn,-41.4259371,147.1391665,0.0
2016-05-14,13:45:00,Essendon,North Melbourne,Marvel Stadium,60,74,0,11.22,1.069,North Melbourne,-37.8165647,144.9475055,0.0
2016-05-13,19:20:00,Adelaide,Geelong,Adelaide Oval,72,98,0,1.862,2.05,Geelong,-34.9156274,138.5963065,0.4
2016-05-08,16:10:00,Port Adelaide,Brisbane,Adelaide Oval,136,59,0,1.377,3.35,Port Adelaide,-34.9156274,138.5963065,0.4
2016-05-08,15:20:00,St Kilda,North Melbourne,Marvel Stadium,75,82,0,3.81,1.312,North Melbourne,-37.8165647,144.9475055,6.0
2016-05-07,18:10:00,Fremantle,GWS Giants,Mueller Park,77,95,0,3.48,1.357,GWS Giants,30.2967706,-97.70585229999999,0.0
2016-05-07,19:25:00,Western Bulldogs,Adelaide,Marvel Stadium,123,108,0,1.751,2.2,Western Bulldogs,-37.8165647,144.9475055,0.0
2016-05-07,17:10:00,Gold Coast,Melbourne,People First Stadium,87,160,0,1.862,2.05,Melbourne,-28.0063039,153.3671008,0.0
2016-05-07,16:35:00,Sydney,Essendon,Sydney Cricket Ground,135,54,0,1.04,19.0,Sydney,-33.8915316,151.2248515,0.0
2016-05-07,14:10:00,Geelong,West Coast,GMHBA Stadium,123,79,0,1.526,2.71,Geelong,-38.1579979,144.354673,0.0
2016-05-07,13:45:00,Collingwood,Carlton,MCG,84,99,0,1.588,2.53,Carlton,28.4594965,77.0266383,
2016-05-06,19:50:00,Richmond,Hawthorn,MCG,90,136,0,4.45,1.25,Hawthorn,28.4594965,77.0266383,0.0
2016-05-01,14:40:00,West Coast,Collingwood,Mueller Park,124,62,0,1.144,6.62,West Coast,30.2967706,-97.70585229999999,0.0
2016-05-01,15:20:00,Carlton,Essendon,MCG,72,57,0,1.613,2.47,Carlton,28.4594965,77.0266383,
2016-05-01,13:10:00,Brisbane,Sydney,Gabba,94,97,0,5.08,1.208,Sydney,-27.4858376,153.0380853,1.4
2016-04-30,19:25:00,Geelong,Gold Coast,GMHBA Stadium,168,48,0,1.1,8.64,Geelong,-38.1579979,144.354673,7.2
2016-04-30,19:25:00,Richmond,Port Adelaide,MCG,59,94,0,1.434,3.05,Port Adelaide,28.4594965,77.0266383,
2016-04-30,16:35:00,GWS Giants,Hawthorn,ENGIE Stadium,158,83,0,2.08,1.84,GWS Giants,-33.84306979999999,151.0676963,0.0
2016-04-30,13:40:00,Adelaide,Fremantle,Adelaide Oval,97,64,0,1.102,8.52,Adelaide,-34.9156274,138.5963065,0.0
2016-04-30,13:45:00,Melbourne,St Kilda,Marvel Stadium,96,135,0,1.769,2.18,St Kilda,-37.8165647,144.9475055,6.8
2016-04-29,19:50:00,North Melbourne,Western Bulldogs,Marvel Stadium,61,45,0,1.813,2.11,North Melbourne,-37.8165647,144.9475055,0.2
2016-04-25,15:20:00,Collingwood,Essendon,MCG,142,73,0,1.37,3.39,Collingwood,28.4594965,77.0266383,
2016-04-24,19:10:00,Melbourne,Richmond,MCG,129,96,0,2.33,1.68,Melbourne,28.4594965,77.0266383,
2016-04-24,14:15:00,Fremantle,Carlton,Mueller Park,68,72,0,1.166,5.98,Carlton,30.2967706,-97.70585229999999,0.0
2016-04-24,13:10:00,St Kilda,GWS Giants,Marvel Stadium,79,126,0,2.47,1.613,GWS Giants,-37.8165647,144.9475055,0.0
2016-04-23,19:15:00,Port Adelaide,Geelong,Adelaide Oval,59,107,0,2.31,1.689,Geelong,-34.9156274,138.5963065,0.0
2016-04-23,19:25:00,Western Bulldogs,Brisbane,Marvel Stadium,120,67,0,1.134,7.01,Western Bulldogs,-37.8165647,144.9475055,0.0
2016-04-23,16:35:00,Gold Coast,North Melbourne,People First Stadium,81,119,0,3.18,1.408,North Melbourne,-28.0063039,153.3671008,0.0
2016-04-23,13:45:00,Sydney,West Coast,Sydney Cricket Ground,88,49,0,1.636,2.42,Sydney,-33.8915316,151.2248515,4.0
2016-04-22,19:50:00,Hawthorn,Adelaide,MCG,112,109,0,1.465,2.93,Hawthorn,28.4594965,77.0266383,
2016-04-17,16:40:00,North Melbourne,Fremantle,Marvel Stadium,132,101,0,1.259,4.34,North Melbourne,-37.8165647,144.9475055,0.0
2016-04-17,15:20:00,Collingwood,Melbourne,MCG,67,102,0,1.408,3.18,Melbourne,28.4594965,77.0266383,
2016-04-17,13:10:00,GWS Giants,Port Adelaide,Manuka Oval,151,65,0,1.877,2.03,GWS Giants,-35.318133,149.134662,0.0
2016-04-16,19:10:00,Adelaide,Sydney,Adelaide Oval,113,103,0,2.02,1.884,Adelaide,-34.9156274,138.5963065,0.0
2016-04-16,19:25:00,Carlton,Western Bulldogs,Marvel Stadium,49,85,0,8.67,1.1,Western Bulldogs,-37.8165647,144.9475055,0.0
2016-04-16,16:35:00,Brisbane,Gold Coast,Gabba,107,94,0,3.18,1.408,Brisbane,-27.4858376,153.0380853,0.4
2016-04-16,14:10:00,Hawthorn,St Kilda,UTAS Stadium,87,84,0,1.125,7.38,Hawthorn,-41.4259371,147.1391665,0.0
2016-04-16,13:45:00,Essendon,Geelong,MCG,42,72,0,11.81,1.058,Geelong,28.4594965,77.0266383,
2016-04-15,18:10:00,West Coast,Richmond,Mueller Park,125,57,0,1.246,4.5,West Coast,30.2967706,-97.70585229999999,0.0
2016-04-10,16:40:00,Geelong,Brisbane,GMHBA Stadium,125,56,0,1.04,13.0,Geelong,-38.1579979,144.354673,0.0
2016-04-10,15:20:00,Western Bulldogs,Hawthorn,Marvel Stadium,90,93,0,2.11,1.813,Hawthorn,-37.8165647,144.9475055,0.0
2016-04-10,13:10:00,North Melbourne,Melbourne,Blundstone Arena,136,131,0,1.14,6.76,North Melbourne,-42.8772963,147.3740128,0.0
2016-04-09,17:40:00,West Coast,Fremantle,Mueller Park,92,59,0,1.384,3.31,West Coast,30.2967706,-97.70585229999999,0.5
2016-04-09,19:25:00,Gold Coast,Carlton,People First Stadium,95,41,0,1.181,5.61,Gold Coast,-28.0063039,153.3671008,0.0
2016-04-09,16:35:00,Sydney,GWS Giants,Sydney Cricket Ground,93,68,0,1.429,3.08,Sydney,-33.8915316,151.2248515,0.2
2016-04-09,14:10:00,Richmond,Adelaide,Marvel Stadium,92,128,0,1.8,2.13,Adelaide,-37.8165647,144.9475055,0.0
2016-04-09,13:45:00,St Kilda,Collingwood,MCG,119,90,0,2.27,1.714,St Kilda,28.4594965,77.0266383,
2016-04-08,19:20:00,Port Adelaide,Essendon,Adelaide Oval,112,51,0,1.129,7.18,Port Adelaide,-34.9156274,138.5963065,0.0
2016-04-03,16:40:00,Carlton,Sydney,Marvel Stadium,71,131,0,4.58,1.24,Sydney,-37.8165647,144.9475055,0.0
2016-04-03,15:20:00,Hawthorn,West Coast,MCG,99,53,0,2.4,1.645,Hawthorn,28.4594965,77.0266383,
2016-04-03,13:10:00,GWS Giants,Geelong,Manuka Oval,89,76,0,2.8,1.497,GWS Giants,-35.318133,149.134662,0.0
2016-04-02,16:40:00,Fremantle,Gold Coast,Mueller Park,100,126,0,1.246,4.5,Gold Coast,30.2967706,-97.70585229999999,0.0
2016-04-02,19:25:00,St Kilda,Western Bulldogs,Marvel Stadium,36,93,0,4.02,1.289,Western Bulldogs,-37.8165647,144.9475055,0.0
2016-04-02,15:35:00,Brisbane,North Melbourne,Gabba,83,117,0,3.73,1.322,North Melbourne,-27.4858376,153.0380853,0.0
2016-04-02,14:10:00,Essendon,Melbourne,MCG,80,67,0,6.27,1.156,Essendon,28.4594965,77.0266383,
2016-04-02,13:15:00,Adelaide,Port Adelaide,Adelaide Oval,144,86,0,1.98,1.925,Adelaide,-34.9156274,138.5963065,0.0
2016-04-01,19:50:00,Collingwood,Richmond,MCG,87,86,0,2.09,1.833,Collingwood,28.4594965,77.0266383,
2016-03-28,15:20:00,Geelong,Hawthorn,MCG,116,86,0,2.11,1.813,Geelong,28.4594965,77.0266383,
2016-03-27,16:40:00,West Coast,Brisbane,Mueller Park,166,102,0,1.02,15.0,West Coast,30.2967706,-97.70585229999999,0.0
2016-03-27,14:50:00,Port Adelaide,St Kilda,Adelaide Oval,133,100,0,1.178,5.68,Port Adelaide,-34.9156274,138.5963065,0.0
