Date,Kick Off (local),Home Team,Away Team,Venue,Home Score,Away Score,Play Off Game?,Home Odds Close,Away Odds Close,Winning Team,lat,long,Weather
2013-05-11,16:40:00,Western Bulldogs,North Melbourne,Marvel Stadium,97,151,0,8.36,1.105,North Melbourne,-37.8165647,144.9475055,0.0
2013-05-11,14:10:00,Brisbane,West Coast,Gabba,82,108,0,4.26,1.266,West Coast,-27.4858376,153.0380853,0.8
2013-05-11,13:15:00,Port Adelaide,Richmond,AAMI Stadium,73,114,0,1.598,2.51,Richmond,-37.825132,144.983782,0.0
2013-05-10,19:50:00,Geelong,Essendon,Marvel Stadium,113,85,0,1.671,2.35,Geelong,-37.8165647,144.9475055,0.0
2013-05-05,14:40:00,West Coast,Western Bulldogs,Mueller Park,137,67,0,1.03,17.5,West Coast,30.2967706,-97.70585229999999,0.0
2013-05-05,15:20:00,Carlton,Melbourne,MCG,121,60,0,1.02,22.73,Carlton,28.4594965,77.0266383,
2013-05-05,13:10:00,Sydney,Brisbane,Sydney Cricket Ground,115,55,0,1.071,10.75,Sydney,-33.8915316,151.2248515,0.0
2013-05-04,19:40:00,Gold Coast,Fremantle,People First Stadium,54,99,0,2.8,1.497,Fremantle,-28.0063039,153.3671008,0.0
2013-05-04,19:40:00,Richmond,Geelong,MCG,87,131,0,3.01,1.444,Geelong,28.4594965,77.0266383,
2013-05-04,16:10:00,Adelaide,Hawthorn,AAMI Stadium,78,89,0,5.04,1.21,Hawthorn,-37.825132,144.983782,2.2
2013-05-04,14:10:00,North Melbourne,Port Adelaide,Blundstone Arena,93,83,0,1.408,3.18,North Melbourne,-42.8772963,147.3740128,6.2
2013-05-04,13:45:00,Essendon,GWS Giants,Marvel Stadium,120,81,0,1.01,29.16,Essendon,-37.8165647,144.9475055,0.6
2013-05-03,19:50:00,Collingwood,St Kilda,Marvel Stadium,103,77,0,1.256,4.38,Collingwood,-37.8165647,144.9475055,0.0
2013-04-28,16:40:00,Hawthorn,North Melbourne,MCG,99,96,0,1.166,5.98,Hawthorn,28.4594965,77.0266383,
2013-04-28,15:20:00,Brisbane,Melbourne,Gabba,122,94,0,1.196,5.31,Brisbane,-27.4858376,153.0380853,0.0
2013-04-27,19:15:00,Port Adelaide,West Coast,AAMI Stadium,84,79,0,1.98,1.925,Port Adelaide,-37.825132,144.983782,0.0
2013-04-27,19:40:00,Western Bulldogs,Geelong,Marvel Stadium,86,107,0,17.5,1.03,Geelong,-37.8165647,144.9475055,0.0
2013-04-27,16:40:00,Carlton,Adelaide,MCG,115,83,0,1.425,3.1,Carlton,28.4594965,77.0266383,
2013-04-27,13:45:00,GWS Giants,Gold Coast,Manuka Oval,104,148,0,3.57,1.343,Gold Coast,-35.318133,149.134662,0.0
2013-04-26,18:45:00,Fremantle,Richmond,Mueller Park,81,80,0,1.465,2.93,Fremantle,30.2967706,-97.70585229999999,0.8
2013-04-25,19:50:00,St Kilda,Sydney,Westpac Stadium,63,79,0,5.83,1.172,Sydney,-41.27292180000001,174.7859154,5.1
2013-04-25,14:40:00,Essendon,Collingwood,MCG,121,75,0,2.29,1.704,Essendon,28.4594965,77.0266383,
2013-04-21,16:40:00,North Melbourne,Brisbane,Marvel Stadium,125,62,0,1.266,4.26,North Melbourne,-37.8165647,144.9475055,0.0
2013-04-21,14:45:00,Adelaide,Western Bulldogs,AAMI Stadium,80,28,0,1.121,7.55,Adelaide,-37.825132,144.983782,0.0
2013-04-21,13:10:00,Melbourne,GWS Giants,MCG,144,103,0,1.425,3.1,Melbourne,28.4594965,77.0266383,
2013-04-20,19:40:00,Gold Coast,Port Adelaide,People First Stadium,66,104,0,2.88,1.476,Port Adelaide,-28.0063039,153.3671008,0.0
2013-04-20,17:40:00,West Coast,Carlton,Mueller Park,65,89,0,1.452,2.98,Carlton,30.2967706,-97.70585229999999,0.0
2013-04-20,16:40:00,St Kilda,Essendon,Marvel Stadium,91,128,0,2.73,1.52,Essendon,-37.8165647,144.9475055,0.0
2013-04-20,14:10:00,Richmond,Collingwood,MCG,79,113,0,1.961,1.943,Collingwood,28.4594965,77.0266383,
2013-04-20,13:45:00,Hawthorn,Fremantle,UTAS Stadium,118,76,0,1.162,6.09,Hawthorn,-41.4259371,147.1391665,0.6
2013-04-19,19:50:00,Sydney,Geelong,Sydney Cricket Ground,103,124,0,1.561,2.6,Geelong,-33.8915316,151.2248515,0.4
2013-04-14,16:10:00,Port Adelaide,Adelaide,AAMI Stadium,118,109,0,2.99,1.45,Port Adelaide,-37.825132,144.983782,0.0
2013-04-14,15:15:00,Collingwood,Hawthorn,MCG,90,145,0,2.52,1.591,Hawthorn,28.4594965,77.0266383,2.0
2013-04-14,13:10:00,Richmond,Western Bulldogs,Marvel Stadium,135,68,0,1.26,4.33,Richmond,-37.8165647,144.9475055,0.0
2013-04-13,19:40:00,Geelong,Carlton,Marvel Stadium,119,103,0,1.529,2.7,Geelong,-37.8165647,144.9475055,0.0
2013-04-13,19:40:00,Gold Coast,Brisbane,People First Stadium,92,94,0,2.75,1.512,Brisbane,-28.0063039,153.3671008,30.0
2013-04-13,16:40:00,GWS Giants,St Kilda,Manuka Oval,68,140,0,5.0,1.212,St Kilda,-35.318133,149.134662,0.0
2013-04-13,14:10:00,Melbourne,West Coast,MCG,83,177,0,14.4,1.044,West Coast,28.4594965,77.0266383,
2013-04-13,13:45:00,North Melbourne,Sydney,Blundstone Arena,92,131,0,2.16,1.781,Sydney,-42.8772963,147.3740128,0.2
2013-04-12,18:40:00,Fremantle,Essendon,Mueller Park,68,72,0,1.432,3.06,Essendon,30.2967706,-97.70585229999999,0.0
2013-04-07,14:40:00,West Coast,Hawthorn,Mueller Park,98,148,0,2.01,1.9,Hawthorn,30.2967706,-97.70585229999999,0.0
2013-04-07,15:15:00,Collingwood,Carlton,MCG,117,100,0,1.507,2.77,Collingwood,28.4594965,77.0266383,
2013-04-07,13:10:00,Geelong,North Melbourne,Marvel Stadium,112,108,0,1.471,2.9,Geelong,-37.8165647,144.9475055,0.0
2013-04-06,19:40:00,Essendon,Melbourne,MCG,184,36,0,1.113,7.94,Essendon,28.4594965,77.0266383,
2013-04-06,19:10:00,Port Adelaide,GWS Giants,AAMI Stadium,134,78,0,1.165,6.02,Port Adelaide,-37.825132,144.983782,0.0
2013-04-06,15:40:00,Brisbane,Adelaide,Gabba,77,96,0,2.02,1.884,Adelaide,-27.4858376,153.0380853,2.0
2013-04-06,14:10:00,Western Bulldogs,Fremantle,Marvel Stadium,78,106,0,3.64,1.333,Fremantle,-37.8165647,144.9475055,0.0
2013-04-06,13:45:00,Sydney,Gold Coast,Sydney Cricket Ground,114,73,0,1.084,9.42,Sydney,-33.8915316,151.2248515,8.6
2013-04-05,19:50:00,St Kilda,Richmond,MCG,82,99,0,3.01,1.444,Richmond,28.4594965,77.0266383,
2013-04-01,15:20:00,Hawthorn,Geelong,MCG,86,93,0,1.595,2.52,Geelong,28.4594965,77.0266383,
2013-03-31,16:40:00,North Melbourne,Collingwood,Marvel Stadium,87,103,0,2.22,1.74,Collingwood,-37.8165647,144.9475055,1.6
2013-03-31,13:10:00,Melbourne,Port Adelaide,MCG,54,133,0,2.0,1.909,Port Adelaide,28.4594965,77.0266383,
2013-03-30,18:45:00,Gold Coast,St Kilda,People First Stadium,90,77,0,3.32,1.383,Gold Coast,-28.0063039,153.3671008,0.0
2013-03-30,16:40:00,GWS Giants,Sydney,Accor Stadium,76,106,0,16.5,1.036,Sydney,-33.8471156,151.0634135,0.2
2013-03-30,13:40:00,Western Bulldogs,Brisbane,Marvel Stadium,127,59,0,4.42,1.253,Western Bulldogs,-37.8165647,144.9475055,0.0
2013-03-28,19:45:00,Carlton,Richmond,MCG,101,106,0,2.05,1.862,Richmond,28.4594965,77.0266383,
2013-03-23,16:40:00,Fremantle,West Coast,Mueller Park,108,80,0,1.746,2.21,Fremantle,30.2967706,-97.70585229999999,0.0
2013-03-22,20:10:00,Adelaide,Essendon,AAMI Stadium,82,117,0,1.534,2.68,Essendon,-37.825132,144.983782,3.0
2012-09-29,14:30:00,Hawthorn,Sydney,MCG,81,91,1,,,Sydney,28.4594965,77.0266383,
2012-09-22,17:15:00,Hawthorn,Adelaide,MCG,97,92,1,,,Hawthorn,28.4594965,77.0266383,
2012-09-21,19:45:00,Sydney,Collingwood,Accor Stadium,96,70,1,,,Sydney,-33.8471156,151.0634135,0.0
2012-09-15,19:45:00,Collingwood,West Coast,MCG,73,60,1,,,Collingwood,28.4594965,77.0266383,
2012-09-14,19:45:00,Adelaide,Fremantle,AAMI Stadium,81,71,1,,,Adelaide,-37.825132,144.983782,2.4
2012-09-09,13:15:00,West Coast,North Melbourne,Mueller Park,162,66,1,,,West Coast,30.2967706,-97.70585229999999,0.0
2012-09-08,19:45:00,Geelong,Fremantle,MCG,80,96,1,,,Fremantle,28.4594965,77.0266383,3.0
2012-09-08,14:45:00,Adelaide,Sydney,AAMI Stadium,42,71,1,,,Sydney,-37.825132,144.983782,2.8
2012-09-07,19:50:00,Hawthorn,Collingwood,MCG,135,97,1,,,Hawthorn,28.4594965,77.0266383,0.5
2012-09-02,16:40:00,Brisbane,Western Bulldogs,Gabba,128,61,0,,,Brisbane,-27.4858376,153.0380853,0.0
2012-09-02,15:15:00,Richmond,Port Adelaide,MCG,106,106,0,,,Draw,28.4594965,77.0266383,
2012-09-02,13:10:00,Carlton,St Kilda,Marvel Stadium,91,106,0,,,St Kilda,-37.8165647,144.9475055,0.0
2012-09-01,19:40:00,Essendon,Collingwood,MCG,72,104,0,,,Collingwood,28.4594965,77.0266383,
2012-09-01,17:40:00,Fremantle,Melbourne,Mueller Park,101,40,0,,,Fremantle,30.2967706,-97.70585229999999,0.0
2012-09-01,16:40:00,GWS Giants,North Melbourne,ENGIE Stadium,77,105,0,,,North Melbourne,-33.84306979999999,151.0676963,1.0
2012-09-01,13:40:00,Adelaide,Gold Coast,AAMI Stadium,153,62,0,,,Adelaide,-37.825132,144.983782,0.0
2012-09-01,13:45:00,Geelong,Sydney,GMHBA Stadium,112,78,0,,,Geelong,-38.1579979,144.354673,0.0
2012-08-31,19:50:00,Hawthorn,West Coast,MCG,95,70,0,,,Hawthorn,28.4594965,77.0266383,0.0
2012-08-26,16:40:00,Melbourne,Adelaide,MCG,81,150,0,,,Adelaide,28.4594965,77.0266383,24.9
2012-08-26,15:15:00,North Melbourne,Fremantle,Marvel Stadium,79,132,0,,,Fremantle,-37.8165647,144.9475055,0.6
2012-08-26,13:10:00,Geelong,Western Bulldogs,GMHBA Stadium,107,73,0,,,Geelong,-38.1579979,144.354673,1.4
2012-08-25,19:40:00,Gold Coast,Carlton,People First Stadium,98,86,0,,,Gold Coast,-28.0063039,153.3671008,0.0
2012-08-25,17:40:00,West Coast,Collingwood,Mueller Park,107,58,0,,,West Coast,30.2967706,-97.70585229999999,0.3
2012-08-25,16:40:00,Sydney,Hawthorn,Sydney Cricket Ground,95,102,0,,,Hawthorn,-33.8915316,151.2248515,0.0
2012-08-25,13:40:00,Port Adelaide,Brisbane,AAMI Stadium,93,104,0,,,Brisbane,-37.825132,144.983782,1.0
2012-08-25,13:45:00,St Kilda,GWS Giants,Marvel Stadium,163,35,0,,,St Kilda,-37.8165647,144.9475055,0.4
2012-08-24,19:50:00,Richmond,Essendon,MCG,102,57,0,,,Richmond,28.4594965,77.0266383,9.9
2012-08-19,16:40:00,Hawthorn,Gold Coast,MCG,129,65,0,,,Hawthorn,28.4594965,77.0266383,
2012-08-19,15:15:00,Western Bulldogs,Sydney,Marvel Stadium,85,167,0,,,Sydney,-37.8165647,144.9475055,2.4
2012-08-19,12:40:00,Port Adelaide,West Coast,AAMI Stadium,50,98,0,,,West Coast,-37.825132,144.983782,4.4
2012-08-18,19:40:00,Brisbane,Adelaide,Gabba,95,85,0,,,Brisbane,-27.4858376,153.0380853,0.0
2012-08-18,19:40:00,Collingwood,North Melbourne,Marvel Stadium,61,91,0,,,North Melbourne,-37.8165647,144.9475055,7.6
2012-08-18,14:40:00,Fremantle,Richmond,Mueller Park,94,72,0,,,Fremantle,30.2967706,-97.70585229999999,30.7
2012-08-18,14:10:00,GWS Giants,Melbourne,Manuka Oval,59,84,0,,,Melbourne,-35.318133,149.134662,0.0
2012-08-18,13:45:00,Essendon,Carlton,MCG,60,156,0,,,Carlton,28.4594965,77.0266383,
2012-08-17,19:50:00,Geelong,St Kilda,Marvel Stadium,123,81,0,,,Geelong,-37.8165647,144.9475055,2.6
2012-08-12,16:40:00,Essendon,North Melbourne,Marvel Stadium,76,100,0,,,North Melbourne,-37.8165647,144.9475055,0.0
2012-08-12,15:15:00,Richmond,Western Bulldogs,MCG,150,80,0,,,Richmond,28.4594965,77.0266383,18.0
2012-08-12,13:10:00,Hawthorn,Port Adelaide,UTAS Stadium,159,87,0,,,Hawthorn,-41.4259371,147.1391665,0.2
2012-08-11,19:40:00,Carlton,Brisbane,Marvel Stadium,113,77,0,,,Carlton,-37.8165647,144.9475055,1.6
2012-08-11,19:40:00,Sydney,Collingwood,Accor Stadium,70,78,0,,,Collingwood,-33.8471156,151.0634135,0.4
2012-08-11,16:40:00,Gold Coast,GWS Giants,People First Stadium,109,79,0,,,Gold Coast,-28.0063039,153.3671008,0.0
2012-08-11,13:40:00,Adelaide,Fremantle,AAMI Stadium,119,91,0,,,Adelaide,-37.825132,144.983782,2.6
2012-08-11,13:45:00,St Kilda,Melbourne,MCG,107,82,0,,,St Kilda,28.4594965,77.0266383,0.0
2012-08-10,18:40:00,West Coast,Geelong,Mueller Park,102,97,0,,,West Coast,30.2967706,-97.70585229999999,0.8
2012-08-05,14:10:00,Adelaide,Essendon,AAMI Stadium,104,100,0,,,Adelaide,-37.825132,144.983782,0.0
2012-08-05,15:15:00,Carlton,Sydney,Marvel Stadium,71,93,0,,,Sydney,-37.8165647,144.9475055,0.0
2012-08-05,13:10:00,Melbourne,Gold Coast,MCG,108,66,0,,,Melbourne,28.4594965,77.0266383,
2012-08-04,19:40:00,Brisbane,Richmond,Gabba,84,132,0,,,Richmond,-27.4858376,153.0380853,0.0
2012-08-04,19:40:00,Collingwood,St Kilda,MCG,91,85,0,,,Collingwood,28.4594965,77.0266383,0.0
2012-08-04,14:40:00,Fremantle,West Coast,Mueller Park,113,48,0,,,Fremantle,30.2967706,-97.70585229999999,0.0
2012-08-04,14:10:00,GWS Giants,Port Adelaide,ENGIE Stadium,107,73,0,,,GWS Giants,-33.84306979999999,151.0676963,0.0
2012-08-04,13:45:00,Western Bulldogs,North Melbourne,Marvel Stadium,61,115,0,,,North Melbourne,-37.8165647,144.9475055,0.2
2012-08-03,19:50:00,Hawthorn,Geelong,MCG,116,118,0,,,Geelong,28.4594965,77.0266383,0.0
2012-07-29,14:40:00,West Coast,Brisbane,Mueller Park,175,77,0,,,West Coast,30.2967706,-97.70585229999999,0.0
2012-07-29,15:15:00,St Kilda,Western Bulldogs,Marvel Stadium,118,42,0,,,St Kilda,-37.8165647,144.9475055,3.8
2012-07-29,12:40:00,Port Adelaide,Fremantle,AAMI Stadium,48,75,0,,,Fremantle,-37.825132,144.983782,5.2
2012-07-28,19:40:00,Carlton,Richmond,MCG,95,91,0,,,Carlton,28.4594965,77.0266383,11.9
2012-07-28,19:40:00,Gold Coast,Sydney,People First Stadium,54,126,0,,,Sydney,-28.0063039,153.3671008,0.0
2012-07-28,16:40:00,GWS Giants,Collingwood,ENGIE Stadium,54,174,0,,,Collingwood,-33.84306979999999,151.0676963,0.0
2012-07-28,14:10:00,North Melbourne,Melbourne,Marvel Stadium,127,73,0,,,North Melbourne,-37.8165647,144.9475055,3.0
2012-07-28,13:45:00,Geelong,Adelaide,GMHBA Stadium,102,75,0,,,Geelong,-38.1579979,144.354673,7.2
2012-07-27,19:50:00,Essendon,Hawthorn,Marvel Stadium,86,180,0,,,Hawthorn,-37.8165647,144.9475055,4.0
2012-07-22,14:40:00,Fremantle,GWS Giants,Mueller Park,132,37,0,,,Fremantle,30.2967706,-97.70585229999999,0.0
2012-07-22,15:15:00,Richmond,North Melbourne,MCG,99,103,0,,,North Melbourne,28.4594965,77.0266383,
2012-07-22,13:10:00,Sydney,St Kilda,Sydney Cricket Ground,105,76,0,,,Sydney,-33.8915316,151.2248515,6.0
2012-07-21,19:10:00,Melbourne,Port Adelaide,TIO Stadium,56,84,0,,,Port Adelaide,-12.3991939,130.8873116,0.0
2012-07-21,19:40:00,Western Bulldogs,Carlton,Marvel Stadium,84,102,0,,,Carlton,-37.8165647,144.9475055,0.6
2012-07-21,16:40:00,Gold Coast,Brisbane,People First Stadium,48,59,0,,,Brisbane,-28.0063039,153.3671008,0.0
2012-07-21,13:40:00,Adelaide,West Coast,AAMI Stadium,124,75,0,,,Adelaide,-37.825132,144.983782,0.2
2012-07-21,13:45:00,Collingwood,Hawthorn,MCG,91,138,0,,,Hawthorn,28.4594965,77.0266383,
2012-07-20,19:50:00,Geelong,Essendon,Marvel Stadium,134,67,0,,,Geelong,-37.8165647,144.9475055,0.0
2012-07-15,14:40:00,West Coast,Sydney,Mueller Park,69,121,0,,,Sydney,30.2967706,-97.70585229999999,68.6
2012-07-15,15:15:00,Western Bulldogs,Hawthorn,Marvel Stadium,44,116,0,,,Hawthorn,-37.8165647,144.9475055,1.2
2012-07-15,13:10:00,GWS Giants,Adelaide,ENGIE Stadium,59,178,0,,,Adelaide,-33.84306979999999,151.0676963,0.0
2012-07-14,19:40:00,Brisbane,St Kilda,Gabba,92,105,0,,,St Kilda,-27.4858376,153.0380853,12.0
2012-07-14,19:40:00,Geelong,Collingwood,MCG,79,110,0,,,Collingwood,28.4594965,77.0266383,16.0
2012-07-14,16:40:00,Richmond,Gold Coast,Cazaly’s Stadium,88,90,0,,,Gold Coast,-16.9357343,145.7490706,
2012-07-14,13:40:00,Port Adelaide,Essendon,AAMI Stadium,77,127,0,,,Essendon,-37.825132,144.983782,0.1
2012-07-14,13:45:00,Melbourne,Fremantle,Marvel Stadium,83,117,0,,,Fremantle,-37.8165647,144.9475055,0.2
2012-07-13,19:50:00,North Melbourne,Carlton,Marvel Stadium,149,96,0,,,North Melbourne,-37.8165647,144.9475055,3.6
2012-07-08,14:40:00,Fremantle,Western Bulldogs,Mueller Park,95,57,0,,,Fremantle,30.2967706,-97.70585229999999,0.3
2012-07-08,15:15:00,Gold Coast,Geelong,People First Stadium,96,110,0,,,Geelong,-28.0063039,153.3671008,0.0
2012-07-08,13:10:00,Hawthorn,GWS Giants,MCG,193,31,0,,,Hawthorn,28.4594965,77.0266383,0.3
2012-07-07,19:10:00,Port Adelaide,Adelaide,AAMI Stadium,58,116,0,,,Adelaide,-37.825132,144.983782,0.1
2012-07-07,19:40:00,St Kilda,Essendon,Marvel Stadium,133,62,0,,,St Kilda,-37.8165647,144.9475055,0.2
2012-07-07,16:40:00,Sydney,Brisbane,Sydney Cricket Ground,110,63,0,,,Sydney,-33.8915316,151.2248515,1.2
2012-07-07,14:10:00,Melbourne,Richmond,MCG,78,101,0,,,Richmond,28.4594965,77.0266383,39.9
2012-07-07,13:45:00,North Melbourne,West Coast,Blundstone Arena,84,86,0,,,West Coast,-42.8772963,147.3740128,0.0
2012-07-06,19:50:00,Collingwood,Carlton,MCG,62,85,0,,,Carlton,28.4594965,77.0266383,0.0
2012-07-01,16:40:00,St Kilda,North Melbourne,Marvel Stadium,103,136,0,,,North Melbourne,-37.8165647,144.9475055,0.2
2012-07-01,15:15:00,Brisbane,Melbourne,Gabba,122,61,0,,,Brisbane,-27.4858376,153.0380853,0.0
2012-07-01,13:10:00,Geelong,Port Adelaide,GMHBA Stadium,99,61,0,,,Geelong,-38.1579979,144.354673,0.4
2012-06-30,19:40:00,Essendon,Western Bulldogs,Marvel Stadium,140,56,0,,,Essendon,-37.8165647,144.9475055,3.2
2012-06-30,19:40:00,Sydney,GWS Giants,Accor Stadium,132,38,0,,,Sydney,-33.8471156,151.0634135,0.0
2012-06-30,16:40:00,West Coast,Gold Coast,Mueller Park,166,40,0,,,West Coast,30.2967706,-97.70585229999999,0.0
2012-06-30,13:40:00,Adelaide,Richmond,AAMI Stadium,106,87,0,,,Adelaide,-37.825132,144.983782,2.4
2012-06-30,13:45:00,Collingwood,Fremantle,MCG,107,78,0,,,Collingwood,28.4594965,77.0266383,
2012-06-29,19:50:00,Carlton,Hawthorn,MCG,70,120,0,,,Hawthorn,28.4594965,77.0266383,0.0
2012-06-24,16:40:00,North Melbourne,Adelaide,Marvel Stadium,121,89,0,,,North Melbourne,-37.8165647,144.9475055,0.0
2012-06-24,15:15:00,Melbourne,GWS Giants,MCG,135,57,0,,,Melbourne,28.4594965,77.0266383,
2012-06-23,17:40:00,Fremantle,Essendon,Mueller Park,89,113,0,,,Essendon,30.2967706,-97.70585229999999,0.0
2012-06-23,16:40:00,Collingwood,West Coast,MCG,85,82,0,,,Collingwood,28.4594965,77.0266383,
2012-06-23,13:40:00,Western Bulldogs,Brisbane,Marvel Stadium,56,114,0,,,Brisbane,-37.8165647,144.9475055,3.0
2012-06-22,19:50:00,Sydney,Geelong,Sydney Cricket Ground,80,74,0,,,Sydney,-33.8915316,151.2248515,0.0
2012-06-17,16:40:00,Western Bulldogs,Port Adelaide,Marvel Stadium,95,57,0,,,Western Bulldogs,-37.8165647,144.9475055,0.0
2012-06-17,13:10:00,Hawthorn,Brisbane,MCG,135,70,0,,,Hawthorn,28.4594965,77.0266383,
2012-06-16,19:40:00,Gold Coast,North Melbourne,People First Stadium,80,87,0,,,North Melbourne,-28.0063039,153.3671008,0.0
2012-06-16,14:10:00,GWS Giants,Richmond,ENGIE Stadium,74,86,0,,,Richmond,-33.84306979999999,151.0676963,0.4
2012-06-15,20:10:00,Adelaide,St Kilda,AAMI Stadium,115,111,0,,,Adelaide,-37.825132,144.983782,0.4
2012-06-14,17:40:00,West Coast,Carlton,Mueller Park,79,69,0,,,West Coast,30.2967706,-97.70585229999999,0.0
2012-06-11,15:15:00,Melbourne,Collingwood,MCG,87,129,0,,,Collingwood,28.4594965,77.0266383,
2012-06-10,16:10:00,Port Adelaide,Hawthorn,AAMI Stadium,62,108,0,,,Hawthorn,-37.825132,144.983782,2.6
2012-06-09,19:40:00,Essendon,Sydney,Marvel Stadium,82,86,0,,,Sydney,-37.8165647,144.9475055,2.6
2012-06-09,16:40:00,Gold Coast,St Kilda,People First Stadium,49,144,0,,,St Kilda,-28.0063039,153.3671008,0.4
2012-06-09,13:40:00,Richmond,Fremantle,MCG,66,78,0,,,Fremantle,28.4594965,77.0266383,
2012-06-08,19:50:00,Carlton,Geelong,Marvel Stadium,85,97,0,,,Geelong,-37.8165647,144.9475055,0.0
2012-06-03,16:40:00,Collingwood,Gold Coast,MCG,149,52,0,,,Collingwood,28.4594965,77.0266383,0.3
2012-06-03,15:15:00,Sydney,Western Bulldogs,Sydney Cricket Ground,132,40,0,,,Sydney,-33.8915316,151.2248515,32.2
2012-06-03,13:10:00,Brisbane,West Coast,Gabba,102,100,0,,,Brisbane,-27.4858376,153.0380853,26.4
2012-06-02,19:40:00,Essendon,Melbourne,MCG,52,58,0,,,Melbourne,28.4594965,77.0266383,
2012-06-02,19:10:00,Port Adelaide,Carlton,AAMI Stadium,99,45,0,,,Port Adelaide,-37.825132,144.983782,0.0
2012-06-02,14:40:00,Fremantle,Adelaide,Mueller Park,82,111,0,,,Adelaide,30.2967706,-97.70585229999999,0.0
2012-06-02,14:10:00,Hawthorn,North Melbourne,UTAS Stadium,174,59,0,,,Hawthorn,-41.4259371,147.1391665,0.0
2012-06-02,13:45:00,Geelong,GWS Giants,GMHBA Stadium,126,61,0,,,Geelong,-38.1579979,144.354673,0.0
2012-06-01,19:50:00,St Kilda,Richmond,Marvel Stadium,113,121,0,,,Richmond,-37.8165647,144.9475055,0.2
2012-05-27,14:40:00,West Coast,Fremantle,Mueller Park,84,36,0,,,West Coast,30.2967706,-97.70585229999999,0.0
2012-05-27,15:15:00,Carlton,Melbourne,MCG,107,49,0,,,Carlton,28.4594965,77.0266383,
2012-05-27,13:10:00,North Melbourne,Brisbane,Marvel Stadium,112,96,0,,,North Melbourne,-37.8165647,144.9475055,4.0
2012-05-26,19:10:00,Adelaide,Collingwood,AAMI Stadium,49,75,0,,,Collingwood,-37.825132,144.983782,35.2
2012-05-26,19:40:00,GWS Giants,Essendon,ENGIE Stadium,53,119,0,,,Essendon,-33.84306979999999,151.0676963,0.0
2012-05-26,16:40:00,St Kilda,Sydney,Marvel Stadium,111,83,0,,,St Kilda,-37.8165647,144.9475055,32.6
2012-05-26,14:10:00,Gold Coast,Port Adelaide,People First Stadium,70,118,0,,,Port Adelaide,-28.0063039,153.3671008,8.2
2012-05-26,13:45:00,Richmond,Hawthorn,MCG,137,75,0,,,Richmond,28.4594965,77.0266383,
2012-05-25,19:50:00,Western Bulldogs,Geelong,Marvel Stadium,75,95,0,,,Geelong,-37.8165647,144.9475055,2.8
2012-05-20,14:40:00,West Coast,St Kilda,Mueller Park,121,91,0,,,West Coast,30.2967706,-97.70585229999999,0.0
2012-05-20,15:15:00,Carlton,Adelaide,Marvel Stadium,55,124,0,,,Adelaide,-37.8165647,144.9475055,1.0
2012-05-20,13:10:00,Brisbane,GWS Giants,Gabba,132,40,0,,,Brisbane,-27.4858376,153.0380853,0.0
2012-05-19,19:45:00,Essendon,Richmond,MCG,128,109,0,,,Essendon,28.4594965,77.0266383,
2012-05-19,19:10:00,Western Bulldogs,Gold Coast,TIO Stadium,72,34,0,,,Western Bulldogs,-12.3991939,130.8873116,0.0
2012-05-19,16:40:00,Sydney,Melbourne,Sydney Cricket Ground,138,37,0,,,Sydney,-33.8915316,151.2248515,0.0
2012-05-19,14:10:00,Hawthorn,Fremantle,UTAS Stadium,119,63,0,,,Hawthorn,-41.4259371,147.1391665,3.2
2012-05-19,13:15:00,Port Adelaide,North Melbourne,AAMI Stadium,95,93,0,,,Port Adelaide,-37.825132,144.983782,1.0
2012-05-18,19:50:00,Collingwood,Geelong,MCG,96,84,0,,,Collingwood,28.4594965,77.0266383,0.0
2012-05-14,19:40:00,St Kilda,Carlton,Marvel Stadium,122,98,0,,,St Kilda,-37.8165647,144.9475055,6.0
2012-05-13,14:40:00,Fremantle,Port Adelaide,Mueller Park,87,47,0,,,Fremantle,30.2967706,-97.70585229999999,0.0
2012-05-13,13:10:00,North Melbourne,Western Bulldogs,Marvel Stadium,83,101,0,,,Western Bulldogs,-37.8165647,144.9475055,0.2
2012-05-12,19:40:00,Brisbane,Collingwood,Gabba,58,116,0,,,Collingwood,-27.4858376,153.0380853,0.0
2012-05-12,19:40:00,Essendon,West Coast,Marvel Stadium,113,52,0,,,Essendon,-37.8165647,144.9475055,0.0
2012-05-12,16:40:00,Richmond,Sydney,MCG,91,62,0,,,Richmond,28.4594965,77.0266383,
2012-05-12,13:40:00,GWS Giants,Gold Coast,Manuka Oval,94,67,0,,,GWS Giants,-35.318133,149.134662,0.0
2012-05-12,13:15:00,Adelaide,Geelong,AAMI Stadium,122,72,0,,,Adelaide,-37.825132,144.983782,0.8
2012-05-11,19:50:00,Melbourne,Hawthorn,MCG,49,115,0,,,Hawthorn,28.4594965,77.0266383,
2012-05-06,14:40:00,West Coast,North Melbourne,Mueller Park,120,95,0,,,West Coast,30.2967706,-97.70585229999999,17.5
2012-05-06,14:45:00,Port Adelaide,Richmond,AAMI Stadium,54,91,0,,,Richmond,-37.825132,144.983782,1.6
2012-05-06,13:10:00,Carlton,GWS Giants,Marvel Stadium,110,43,0,,,Carlton,-37.8165647,144.9475055,1.6
2012-05-05,19:40:00,St Kilda,Hawthorn,Sydney Cricket Ground,88,123,0,,,Hawthorn,-33.8915316,151.2248515,0.0
2012-05-05,19:40:00,Sydney,Adelaide,MCG,94,99,0,,,Adelaide,28.4594965,77.0266383,
